"Characterqid","Character","ABZ","AKS","ATU1","DP","ELLES","Ebs","FOS","HZL","KWU","LAK","LEC","Labat","MesZL","OAK","PI","Pea","REC","RSP","SEH","UET2","ZATU","ABZL","ŠL/HA","Char image"
"Q123249394","CUNEIFORM SIGN ZATU 666","","","","","","","","","","","","","","","","","","","","","666","","",""
"Q123249387","CUNEIFORM SIGN ZATU 667","","","464","","","","","","","","","","","","","","","","","","667","","",""
"Q123249381","CUNEIFORM SIGN ZATU 668","","","463","","","","","","","","","","","","","","","","","","668","","",""
"Q123249351","CUNEIFORM SIGN ZATU 669","","","","","","","","","","","","","","","","","","","","","669","","",""
"Q123249345","CUNEIFORM SIGN ZATU 670","","","472","","","","","","","","","","","","","","","","","","670","","",""
"Q123249339","CUNEIFORM SIGN ZATU 672","","","58 / 59 / 60","","","","","","","","","","","","","","","","","","672","","",""
"Q123249333","CUNEIFORM SIGN ZATU 673","","","","","","","","","","","","","","","","","","","","","673","","",""
"Q123249328","CUNEIFORM SIGN ZATU 674","","","","","","","","","","","","","","","","","","","","","674","","",""
"Q123249320","CUNEIFORM SIGN ZATU 675","","","482 / 474","","","","","","","","","","","","","","","","","","675","","",""
"Q123249316","CUNEIFORM SIGN ZATU 676","","","","","","","","","","","","","","","","","","","","","676","","",""
"Q123249310","CUNEIFORM SIGN ZATU 677","","","483 / 479","","","","","","","","","","","","","","","","","","677","","",""
"Q123249300","CUNEIFORM SIGN ZATU 678","","","481","","","","","","","","","","","","","","","","","","678","","",""
"Q123249294","CUNEIFORM SIGN ZATU 679","","","","","","","","","","","","","","","","","","","","","679","","",""
"Q123249286","CUNEIFORM SIGN ZATU 680","","","94 / 824","","","","","","","","","","","","","","","","","","680","","",""
"Q123249280","CUNEIFORM SIGN ZATU 681","","","812","","","","","","","","","","","","","","","","","","681","","",""
"Q123249273","CUNEIFORM SIGN ZATU 682","","","","","","","","","","","","","","","","","","","","251","682","","",""
"Q123249266","CUNEIFORM SIGN ZATU 683","","","815","","","","","","","","","","","","","","","","","","683","","",""
"Q123249261","CUNEIFORM SIGN ZATU 684","","","","","","","","","","","","","","","","","","","","","684","","",""
"Q123249248","CUNEIFORM SIGN ZATU 685","","","424","","","","","","","","","","","","","","","","","","685","","",""
"Q123249231","CUNEIFORM SIGN ZATU 687","","","738","","","","","","","","","","","","188","","","","","403","687","","",""
"Q123249204","CUNEIFORM SIGN ZATU 688","","","477","","","","","","","","","","","","","","","","","","688","","",""
"Q123249164","CUNEIFORM SIGN ZATU 689","","","","","","","","","","","","","","","","","","","","","689","","",""
"Q123249135","CUNEIFORM SIGN ZATU 690","","","706","","","","","","","","","","","","","","","","","","690","","",""
"Q123249126","CUNEIFORM SIGN ZATU 691","","","","","","","","","","","","","","","","","","","","","691","","",""
"Q123249119","CUNEIFORM SIGN ZATU 692","","","","","","","","","","","","","","","","","","","","","692","","",""
"Q123249109","CUNEIFORM SIGN ZATU 693","","","","","","","","","","","","","","","","","","","","","693","","",""
"Q123249093","CUNEIFORM SIGN ZATU 694","","","720 / 719 / 718","","","","","","","","","","","","","","","","","","694","","",""
"Q123249036","CUNEIFORM SIGN ZATU 695","","","","","","","","","","","","","","","","","","","","","695","","",""
"Q123249007","CUNEIFORM SIGN ZATU 696","","","825","","","","","","","","","","","","","","","","","","696","","",""
"Q123248983","CUNEIFORM SIGN ZATU 697","","","93 / 819 / 818 / 817 / 808 / 820 / 821","","","","","","","","","","","","195","","","","","","697","","",""
"Q123248930","CUNEIFORM SIGN ZATU 698","","","","","","","","","","","","","","","250","","","","","","698","","",""
"Q123248912","CUNEIFORM SIGN ZATU 699","","","","","","","","","","","","","","","","","","","","","699","","",""
"Q123248899","CUNEIFORM SIGN ZATU 700","","","872","","","","","","","","","","","","","","","","","","700","","",""
"Q123248851","CUNEIFORM SIGN ZATU 701","","","92","","","","","","","","","","","","","","","","","","701","","",""
"Q123248836","CUNEIFORM SIGN ZATU 702","","","860","","","","","","","","","","","","","","","","","","702","","",""
"Q123248825","CUNEIFORM SIGN ZATU 703","","","","","","","","","","","","","","","","","","","","","703","","",""
"Q123248793","CUNEIFORM SIGN ZATU 704","","","26","","","","","","","","","","","","","","","","","","704","","",""
"Q123248786","CUNEIFORM SIGN ZATU 705","","","664","","","","","","","","","","","","","","","","","","705","","",""
"Q123248778","CUNEIFORM SIGN ZATU 706","","","","","","","","","","","","","","","","","","","","","706","","",""
"Q123248748","CUNEIFORM SIGN ZATU 707","","","","","","","","","","","","","","","","","","","","","707","","",""
"Q123248728","CUNEIFORM SIGN ZATU 708","","","169","","","","","","","","","","","","","","","","","","708","","",""
"Q123248723","CUNEIFORM SIGN ZATU 709","","","173","","","","","","","","","","","","","","","","","","709","","",""
"Q123248715","CUNEIFORM SIGN ZATU 710","","","","","","","","","","","","","","","","","","","","","710","","",""
"Q123248704","CUNEIFORM SIGN ZATU 711","","","159 / 161","","","","","","","","","","","","","","","","","","711","","",""
"Q123248693","CUNEIFORM SIGN ZATU 712","","","160","","","","","","","","","","","","","","","","","","712","","",""
"Q123248650","CUNEIFORM SIGN ZATU 713","","","165","","","","","","","","","","","","","","","","","","713","","",""
"Q123248644","CUNEIFORM SIGN ZATU 714","","","676","","","","","","","","","","","","350","","","","","","714","","",""
"Q123248633","CUNEIFORM SIGN ZATU 715","","","677","","","","","","","","","","","","260 / 351","","","","","","715","","",""
"Q123248583","CUNEIFORM SIGN ZATU 716","","","678","","","","","","","","","","","","","","","","","","716","","",""
"Q123248575","CUNEIFORM SIGN ZATU 717","","","665","","","","","","","","","","","","","","","","","","717","","",""
"Q123248528","CUNEIFORM SIGN ZATU 718","","","","","","","","","","","","","","","","","","","","","718","","",""
"Q123248521","CUNEIFORM SIGN ZATU 719","","","","","","","","","","","","","","","","","","","","","719","","",""
"Q123248506","CUNEIFORM SIGN ZATU 720","","","178","","","","","","","","","","","","","","","","","","720","","",""
"Q123248463","CUNEIFORM SIGN ZATU 721","","","280","","","","","","","","","","","","","","","","","","721","","",""
"Q123248450","CUNEIFORM SIGN ZATU 722","","","670","","","","","","","","","","","","","","","","","","722","","",""
"Q123248442","CUNEIFORM SIGN ZATU 723","","","671","","","","","","","","","","","","","","","","","","723","","",""
"Q123248107","CUNEIFORM SIGN ZATU 724","","","628","","","","","","","","","","","","","","","","","","724","","",""
"Q123248084","CUNEIFORM SIGN ZATU 726","","","550 / 548 / 551","","","","","","","","","","","","","","","","","","726","","",""
"Q123248059","CUNEIFORM SIGN ZATU 727","","","549","","","","","","","","","","","","","","","","","","727","","",""
"Q123248053","CUNEIFORM SIGN ZATU 728","","","","","","","","","","","","","","","","","","","","","728","","",""
"Q123248005","CUNEIFORM SIGN ZATU 730","","","","","","","","","","","","","","","","","","","","","730","","",""
"Q123247998","CUNEIFORM SIGN ZATU 731","","","","","","","","","","","","","","","","","","","","","731","","",""
"Q123247992","CUNEIFORM SIGN ZATU 732","","","","","","","","","","","","","","","","","","","","","732","","",""
"Q123247984","CUNEIFORM SIGN ZATU 733","","","","","","","","","","","","","","","","","","","","","733","","",""
"Q123247973","CUNEIFORM SIGN ZATU 734","","","547","","","","","","","","","","","","","","","","","","734","","",""
"Q123247957","CUNEIFORM SIGN ZATU 735","","","517","","","","","","","","","","","","228 / 388","","","","","","735","","",""
"Q123247865","CUNEIFORM SIGN ZATU 736","","","605","","","","","","","","","","","","358","","","","","","736","","",""
"Q123247816","CUNEIFORM SIGN ZATU 737","","","","","","","","","","","","","","","","","","","","","737","","",""
"Q123247792","CUNEIFORM SIGN ZATU 738","","","","","","","","","","","","","","","","","","","","","738","","",""
"Q123247780","CUNEIFORM SIGN ZATU 740","","","603 / 604","","","","","","","","","","","","","","","","","","740","","",""
"Q123247681","CUNEIFORM SIGN ZATU 742","","","601","","","","","","","","","","","","","","","","","","742","","",""
"Q123247669","CUNEIFORM SIGN ZATU 744","","","","","","","","","","","","","","","","","","","","","744","","",""
"Q123244120","CUNEIFORM SIGN ZATU 745","","","597","","","","","","","","","","","","","","","","","","745","","",""
"Q123244107","CUNEIFORM SIGN ZATU 746","","","","","","","","","","","","","","","","","","","","","746","","",""
"Q123244032","CUNEIFORM SIGN ZATU 748","","","598","","","","","","","","","","","","","","","","","","748","","",""
"Q123244025","CUNEIFORM SIGN ZATU 749","","","","","","","","","","","","","","","","","","","","","749","","",""
"Q123240736","CUNEIFORM SIGN ZATU 750","","","","","","","","","","","","","","","403","","","","","","750","","",""
"Q123240721","CUNEIFORM SIGN ZATU 751","","","513","","","","","","","","","","","","345","","","","","","751","","",""
"Q123240716","CUNEIFORM SIGN ZATU 752","","","511","","","","","","","","","","","","","","","","","","752","","",""
"Q123240698","CUNEIFORM SIGN ZATU 754","","","496 / 497","","","","","","","","","","","","","","","","","","754","","",""
"Q123240684","CUNEIFORM SIGN ZATU 755","","","669","","","","","","","","","","","","","","","","","","755","","",""
"Q123240671","CUNEIFORM SIGN ZATU 756","","","","","","","","","","","","","","","","","","","","","756","","",""
"Q123240663","CUNEIFORM SIGN ZATU 757","","","","","","","","","","","","","","","","","","","","","757","","",""
"Q123240651","CUNEIFORM SIGN ZATU 758","","","863","","","","","","","","","","","","","","","","","","758","","",""
"Q123240642","CUNEIFORM SIGN ZATU 759","","","","","","","","","","","","","","","385b","","","","","","759","","",""
"Q123240639","CUNEIFORM SIGN ZATU 760","","","","","","","","","","","","","","","","","","","","","760","","",""
"Q123240568","CUNEIFORM SIGN ZATU 761","","","","","","","","","","","","","","","","","","","","","761","","",""
"Q123240526","CUNEIFORM SIGN ZATU 762","","","615 / 616","","","","","","","","","","","","","","","","","","762","","",""
"Q123240466","CUNEIFORM SIGN ZATU 763","","","617","","","","","","","","","","","","","","","","","","763","","",""
"Q123240462","CUNEIFORM SIGN ZATU 764","","","590 / 589","","","","","","","","","","","","","","","","","","764","","",""
"Q123240401","CUNEIFORM SIGN ZATU 765","","","15","","","","","","","","","","","","","","","","","","765","","",""
"Q123240382","CUNEIFORM SIGN ZATU 766","","","","","","","","","","","","","","","","","","","","","766","","",""
"Q123240378","CUNEIFORM SIGN ZATU 767","","","227","","","","","","","","","","","","","","","","","","767","","",""
"Q123240362","CUNEIFORM SIGN ZATU 768","","","786","","","","","","","","","","","","","","","","","","768","","",""
"Q123240352","CUNEIFORM SIGN ZATU 769","","","849","","","","","","","","","","","","","","","","","","769","","",""
"Q123239815","CUNEIFORM SIGN ZATU 770","","","883","","","","","","","","","","","","","","","","","","770","","",""
"Q123239806","CUNEIFORM SIGN ZATU 771","","","886","","","","","","","","","","","","","","","","","","771","","",""
"Q120268631","CUNEIFORM SIGN ZI OVER ZI & A (𒍤 & 𒀀)","","","","","","","[p 129f]","","","","","","104","","","","","456","","","","151","066a",""
"Q120268108","CUNEIFORM SIGN ZI OVER ZI & ESH2 (𒍤 & 𒂠)","","","","","","","[p 129f]","","","","","","103","","","","","456","","","","150","066b",""
"Q120274525","CUNEIFORM SIGN ZIKURA (𒆜 & 𒐋)","","","","","","","[p 401]","","","","","","308","","","","","","","","","","166f",""
"Q122924547","CUNEIFORM SIGN ZU.AB (𒍪 & 𒀊)","","","","43,IV","","","","","410","LAK-292","","","","","","","","142","","225","17","","",""
"Q123281597","Cuneiform Sign Variant UD KUSHU2 (Old Babylonian)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q123259394","SHITA GUNU TIMES NI (𒓮 × 𒉌)","","","","","","","","","","","","","","","222","","","","","","531","","",""
"Q87554995","𒀀  CUNEIFORM SIGN A (U+12000)","579","311","841","72,I","393","[l 115]","[p 1034-1036]","364; 365","901","LAK-795","","579 [p 42]","839","311","","","420","51","","416","1","470","579","       "
"Q87554997","𒀁  CUNEIFORM SIGN A TIMES A (U+12001)","583","","","","","","[p 1036]","","","","125","583","845","","","","","","","","","","583","   "
"Q87554999","𒀂  CUNEIFORM SIGN A TIMES BAD (U+12002)","580","","","","","","","","","LAK-800","125","580","840","","","","","","","","","","580","  "
"Q87555001","𒀃  CUNEIFORM SIGN A TIMES GAN2 TENU (U+12003)","","","","","","","","","","","","579","839","","","","","","","","","","",""
"Q87555003","𒀄  CUNEIFORM SIGN A TIMES HA (U+12004)","584; 587","","","","","","[p 1036]","","907","LAK-796","417 / 125","584","846","","","","","183","","","","471","584; 587","  "
"Q87555005","𒀅  CUNEIFORM SIGN A TIMES IGI (U+12005)","581","","","","","","[p 1036]","","","","125","581","844","","","","","","","","","","581","  "
"Q87555007","𒀆  CUNEIFORM SIGN A TIMES LAGAR GUNU (U+12006)","582","","","","","","","","","","","582","843","","","","","","","","","","582","  "
"Q87555010","𒀇  CUNEIFORM SIGN A TIMES MUSH (U+12007)","","","","","","","","","905","","","580a","842","","","","","","","","","","580a","  "
"Q87555012","𒀈  CUNEIFORM SIGN A TIMES SAG (U+12008)","585","","","","","","","","","","","585","841","","","","","","","","","","585","  "
"Q20639233","𒀉  CUNEIFORM SIGN A2 (U+12009)","334","187","16","","078","","651-662","215","326","LAK-140 / LAK-144","104","334","560","187","","","","420*","334","102b","6","230","334","          "
"Q87555015","𒀊  CUNEIFORM SIGN AB (U+1200A)","128","93","","","285","","[p 295-297]","97","821","LAK-536","305","128","223","93","418 / 372","[l 285f]","","223","128","333","7","125","128","         "
"Q87555017","𒀋  CUNEIFORM SIGN AB TIMES ASH2 (U+1200B)","128**,200a","","","","","","[p 297]","","","LAK-540","","","227","","","","348","225","","","9","127","200an","   "
"Q87555019","𒀌  CUNEIFORM SIGN AB TIMES DUN3 GUNU (U+1200C)","","","","","","","[p 447]","","","","","199","235","","","","","","","","","","199","  "
"Q87555021","𒀍  CUNEIFORM SIGN AB TIMES GAL (U+1200D)","194","","","","","","[p 443]","","","","","194","228","","","[l 289]","","","","","","128","194","  "
"Q87555022","𒀎  CUNEIFORM SIGN AB TIMES GAN2 TENU (U+1200E)","198","","","","","","","","","","","198","225","","","","","","","","","","198","  "
"Q87555024","𒀏  CUNEIFORM SIGN AB TIMES HA (U+1200F)","200","","","","","","[p 447f]","","829","LAK-543","308","200","236","128b","","[l 288]","","226","","334","389","131","200v","     "
"Q87555026","𒀐  CUNEIFORM SIGN AB TIMES IGI GUNU (U+12010)","196","","","","","","[p 443]","","","","","","229","","","","","","","","","","196","  "
"Q87555028","𒀑  CUNEIFORM SIGN AB TIMES IMIN (U+12011)","","","","","","","","","","","","","237","","","","","","","","","","200d","  "
"Q87555029","𒀒  CUNEIFORM SIGN AB TIMES LAGAB (U+12012)","","","","","","","","","","","","190g","234","","","","","","","","","","198a","  "
"Q87555034","𒀓  CUNEIFORM SIGN AB TIMES SHESH (U+12013)","200c","","","","","","","","","","","200c","226","","","","","","","","","","200c","  "
"Q87555035","𒀔  CUNEIFORM SIGN AB TIMES U PLUS U PLUS U (U+12014)","","","","","","","[p 444-447]","111","826","","307","195","232","128a","","[l 290]","","224","","","","","","      "
"Q87555037","𒀕  CUNEIFORM SIGN AB GUNU (U+12015)","","","","","286","","","111","826","LAK-537","","195","232","128a","374","","","86","","334","11 / 583","129","195","    "
"Q87555039","𒀖  CUNEIFORM SIGN AB2 (U+12016)","420","244","45a","93,I","218","[l 98]","[p 829f]","277","515","LAK-403","353","420","672","244","179","","","159","420","177","12","352","420","         "
"Q87555041","𒀗  CUNEIFORM SIGN AB2 TIMES BALAG (U+12017)","422","","","","","","[p 832]","","","","241-a","422","676","","","","","","","","","","422","  "
"Q87555043","𒀘  CUNEIFORM SIGN AB2 TIMES GAN2 TENU (U+12018)","423","245","","","","","[p 851]","","","","","423","674","","","","","","","","","354","423",""
"Q87555045","𒀙  CUNEIFORM SIGN AB2 TIMES ME PLUS EN (U+12019)","426","","","","","","","","","","356-a","426","679","","","","","","","","","","426","   "
"Q87555047","𒀚  CUNEIFORM SIGN AB2 TIMES SHA3 (U+1201A)","424","246","","","","","[p 832]","","517","LAK-517","354","424","677","246","","","","161","","171","","353","424","     "
"Q87555050","𒀛  CUNEIFORM SIGN AB2 TIMES TAK4 (U+1201B)","420,8","","","","","","","","518","LAK-406","","","673","","","","","","","","","","420_8","   "
"Q87555052","𒀜  CUNEIFORM SIGN AD (U+1201C)","145","108","","","311","","[p 344-348]","105","827","LAK-635","309","145","258","108","","","","227","145","311","18","132","145","          "
"Q87555054","𒀝  CUNEIFORM SIGN AK (U+1201D)","97","70","","","053","","[p 223-230]","81","73","LAK-087","2","097","127","70","","[l 524ff]","52","273*","97","62","23","052","097","          "
